Date,TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches)
5/3/2017,67.0,53.0,0.0
5/4/2017,62.0,49.0,1.11
5/5/2017,74.0,55.0,2.17
5/6/2017,58.0,47.0,0.26
5/7/2017,62.0,44.0,0.0
5/8/2017,62.0,42.0,0.0
5/9/2017,67.0,44.0,0.0
5/10/2017,72.0,47.0,0.0
5/11/2017,59.0,48.0,0.15
5/12/2017,49.0,46.0,1.42
5/13/2017,64.0,45.0,0.15
5/14/2017,79.0,55.0,0.0
5/15/2017,76.0,53.0,0.0
5/16/2017,78.0,61.0,0.0
5/17/2017,87.0,71.0,0.0
5/18/2017,83.0,68.0,0.0
5/20/2017,76.0,60.0,0.0
5/21/2017,62.0,55.0,0.02
5/22/2017,75.0,57.0,0.38
5/23/2017,65.0,56.0,0.81
5/24/2017,58.0,53.0,1.07
5/25/2017,69.0,55.0,1.17
5/26/2017,74.0,58.0,0.0
5/27/2017,79.0,63.0,0.0
5/28/2017,67.0,60.0,0.22
5/29/2017,80.0,61.0,0.0
5/30/2017,79.0,61.0,0.0
5/31/2017,75.0,61.0,0.0
6/1/2017,79.0,60.0,0.0
6/2/2017,79.0,62.0,0.0
6/3/2017,81.0,67.0,0.0
6/4/2017,82.0,67.0,0.0
6/5/2017,69.0,63.0,0.52
6/6/2017,76.0,59.0,0.0
6/7/2017,68.0,56.0,0.07
6/8/2017,67.0,53.0,0.0
6/9/2017,77.0,58.0,0.0
6/10/2017,82.0,65.0,0.0
6/11/2017,85.0,72.0,0.0
6/12/2017,85.0,71.0,0.0
6/13/2017,87.0,71.0,0.28
6/14/2017,85.0,70.0,0.0
6/15/2017,81.0,67.0,0.13
6/16/2017,78.0,66.0,0.41
6/17/2017,81.0,66.0,0.43
6/18/2017,84.0,70.0,0.0
6/19/2017,80.0,67.0,0.25
6/20/2017,78.0,68.0,0.0
6/21/2017,84.0,65.0,0.0
6/22/2017,83.0,74.0,0.0
6/23/2017,82.0,67.0,0.11
6/24/2017,82.0,68.0,0.0
6/25/2017,80.0,66.0,0.0
6/26/2017,77.0,61.0,0.0
6/27/2017,75.0,61.0,0.0
6/28/2017,76.0,60.0,0.0
6/29/2017,82.0,62.0,0.0
6/30/2017,84.0,67.0,0.62
7/1/2017,87.0,70.0,0.0
7/2/2017,82.0,73.0,0.0
7/3/2017,86.0,69.0,0.0
7/4/2017,84.0,71.0,0.01
7/5/2017,76.0,69.0,0.21
7/6/2017,83.0,68.0,0.0
7/7/2017,85.0,69.0,0.0
7/8/2017,84.0,69.0,0.0
7/9/2017,82.0,65.0,0.0
7/10/2017,87.0,67.0,0.0
7/11/2017,83.0,71.0,0.0
7/12/2017,91.0,78.0,0.0
7/13/2017,91.0,75.0,0.14
7/14/2017,91.0,75.0,0.02
7/15/2017,87.0,73.0,0.0
7/16/2017,86.0,68.0,0.0
7/17/2017,87.0,68.0,0.0
7/18/2017,89.0,70.0,0.0
7/19/2017,91.0,72.0,0.0
7/20/2017,93.0,74.0,0.0
7/21/2017,94.0,76.0,0.0
7/22/2017,93.0,72.0,0.29
7/23/2017,89.0,72.0,0.0
7/24/2017,88.0,69.0,0.06
7/25/2017,82.0,66.0,0.0
7/26/2017,81.0,63.0,0.0
7/27/2017,83.0,67.0,0.01
7/28/2017,83.0,69.0,1.0
7/29/2017,73.0,63.0,0.11
7/30/2017,79.0,58.0,0.0
7/31/2017,83.0,63.0,0.0
8/1/2017,85.0,67.0,0.7
8/2/2017,85.0,69.0,0.0
8/3/2017,86.0,68.0,0.0
8/4/2017,87.0,69.0,0.0
8/5/2017,78.0,64.0,0.0
8/6/2017,81.0,63.0,0.0
8/7/2017,71.0,66.0,1.7
8/8/2017,76.0,65.0,0.07
8/9/2017,79.0,61.0,0.0
8/10/2017,79.0,65.0,0.0
8/11/2017,81.0,65.0,0.09
8/12/2017,82.0,69.0,0.15
8/13/2017,80.0,66.0,0.0
8/14/2017,75.0,66.0,0.0
8/15/2017,80.0,68.0,0.1
8/16/2017,87.0,71.0,0.0
8/17/2017,87.0,70.0,0.0
8/18/2017,89.0,72.0,0.04
8/19/2017,86.0,70.0,0.0
8/20/2017,85.0,69.0,0.0
8/21/2017,88.0,70.0,0.0
8/22/2017,91.0,69.0,0.0
8/23/2017,81.0,65.0,0.09
8/24/2017,77.0,64.0,0.0
8/25/2017,77.0,60.0,0.0
8/26/2017,77.0,60.0,0.0
8/27/2017,76.0,61.0,0.0
8/28/2017,72.0,57.0,0.0
8/29/2017,63.0,56.0,0.65
8/30/2017,78.0,59.0,0.0
8/31/2017,82.0,65.0,0.0
9/1/2017,69.0,49.0,1.02
9/2/2017,57.0,51.0,0.41
9/3/2017,76.0,57.0,0.0
9/4/2017,80.0,64.0,0.0
9/5/2017,83.0,64.0,0.32
9/6/2017,66.0,55.0,1.17
9/7/2017,70.0,54.0,0.0
9/8/2017,72.0,54.0,0.0
9/9/2017,69.0,54.0,0.0
9/10/2017,67.0,51.0,0.0
9/11/2017,65.0,51.0,0.0
9/12/2017,72.0,56.0,0.16
9/13/2017,76.0,63.0,0.03
9/14/2017,75.0,64.0,0.0
9/15/2017,78.0,63.0,0.0
9/16/2017,78.0,66.0,0.0
9/17/2017,78.0,65.0,0.0
9/18/2017,78.0,65.0,0.0
9/19/2017,81.0,63.0,0.0
9/20/2017,84.0,67.0,0.0
9/21/2017,84.0,68.0,0.0
9/22/2017,81.0,68.0,0.0
9/23/2017,82.0,64.0,0.0
9/24/2017,85.0,65.0,0.0
9/25/2017,84.0,69.0,0.0
9/26/2017,82.0,66.0,0.0
9/27/2017,86.0,66.0,0.0
9/28/2017,84.0,63.0,0.0
9/29/2017,72.0,54.0,0.0
9/30/2017,67.0,50.0,0.0
10/1/2017,66.0,45.0,0.0
10/2/2017,71.0,53.0,0.0
10/3/2017,72.0,52.0,0.0
10/4/2017,76.0,56.0,0.0
10/5/2017,82.0,64.0,0.0
10/6/2017,83.0,63.0,0.0
10/7/2017,82.0,63.0,0.14
10/8/2017,76.0,69.0,0.17
10/9/2017,82.0,70.0,0.47
10/10/2017,83.0,70.0,0.0
10/11/2017,78.0,70.0,0.23
10/12/2017,71.0,56.0,0.16
10/13/2017,61.0,54.0,0.03
10/14/2017,70.0,56.0,0.0
10/15/2017,75.0,60.0,0.02
10/16/2017,71.0,47.0,0.12
10/17/2017,60.0,43.0,0.0
10/18/2017,66.0,47.0,0.0
10/19/2017,72.0,55.0,0.0
10/20/2017,75.0,57.0,0.0
10/21/2017,74.0,58.0,0.0
10/22/2017,74.0,54.0,0.0
10/23/2017,68.0,56.0,0.74
10/24/2017,68.0,52.0,0.0
10/25/2017,60.0,45.0,0.0
10/26/2017,56.0,41.0,0.0
10/27/2017,67.0,43.0,0.0
10/28/2017,65.0,47.0,0.0
10/29/2017,60.0,39.0,2.8
10/30/2017,56.0,38.0,0.01
10/31/2017,60.0,46.0,0.0
11/1/2017,56.0,43.0,0.0
11/2/2017,72.0,52.0,0.0
11/3/2017,78.0,58.0,0.0
11/4/2017,59.0,44.0,0.73
11/5/2017,56.0,45.0,0.0
11/6/2017,71.0,54.0,0.0
11/7/2017,54.0,38.0,0.19
11/8/2017,42.0,37.0,0.04
11/9/2017,48.0,39.0,0.28
11/10/2017,47.0,27.0,0.0
11/11/2017,35.0,21.0,0.0
11/12/2017,41.0,29.0,0.07
11/13/2017,50.0,34.0,0.08
11/14/2017,44.0,35.0,0.0
11/15/2017,47.0,33.0,0.04
11/16/2017,61.0,36.0,0.0
11/17/2017,53.0,34.0,0.0
11/18/2017,60.0,37.0,0.0
11/19/2017,58.0,38.0,0.0
11/20/2017,50.0,33.0,0.0
11/21/2017,60.0,36.0,0.0
11/22/2017,56.0,31.0,0.0
11/23/2017,43.0,29.0,0.0
11/24/2017,52.0,33.0,0.0
11/25/2017,61.0,38.0,0.0
11/26/2017,55.0,41.0,0.0
11/27/2017,58.0,39.0,0.0
11/28/2017,62.0,48.0,0.0
11/29/2017,66.0,50.0,0.0
11/30/2017,56.0,43.0,0.0
12/1/2017,56.0,42.0,0.0
12/2/2017,49.0,41.0,0.0
12/3/2017,57.0,36.0,0.0
12/4/2017,53.0,42.0,0.0
12/5/2017,59.0,41.0,0.22
12/6/2017,54.0,39.0,0.0
12/7/2017,47.0,36.0,0.0
12/8/2017,39.0,30.0,0.0
12/9/2017,31.0,29.0,0.21
12/10/2017,38.0,27.0,0.0
12/11/2017,47.0,32.0,0.0
12/12/2017,46.0,21.0,0.0
12/13/2017,33.0,18.0,0.0
12/14/2017,43.0,27.0,0.0
12/15/2017,32.0,25.0,0.0
12/16/2017,47.0,29.0,0.0
12/17/2017,48.0,40.0,0.0
12/18/2017,58.0,40.0,0.0
12/19/2017,61.0,49.0,0.0
12/20/2017,58.0,41.0,0.0
12/21/2017,45.0,32.0,0.0
12/22/2017,55.0,33.0,0.0
12/23/2017,61.0,42.0,0.11
12/24/2017,43.0,34.0,0.0
12/25/2017,37.0,26.0,0.0
12/26/2017,37.0,25.0,0.0
12/27/2017,35.0,16.0,0.0
12/28/2017,21.0,10.0,0.0
12/29/2017,35.0,14.0,0.0
12/30/2017,35.0,18.0,0.0
12/31/2017,21.0,11.0,0.0
1/1/2018,24.0,8.0,0.0
1/2/2018,27.0,8.0,0.0
1/3/2018,31.0,17.0,0.0
1/4/2018,27.0,11.0,0.0
1/5/2018,21.0,8.0,0.0
1/6/2018,19.0,6.0,0.0
1/7/2018,24.0,6.0,0.02
1/8/2018,43.0,17.0,0.02
1/9/2018,49.0,33.0,0.0
1/10/2018,43.0,35.0,0.0
1/11/2018,56.0,40.0,0.13
1/12/2018,65.0,52.0,0.81
1/13/2018,58.0,18.0,0.0
1/14/2018,25.0,12.0,0.0
1/15/2018,30.0,10.0,0.0
1/16/2018,40.0,22.0,0.0
1/17/2018,34.0,19.0,0.11
1/18/2018,42.0,15.0,0.0
1/19/2018,54.0,36.0,0.0
1/20/2018,61.0,43.0,0.0
1/21/2018,65.0,49.0,0.0
1/22/2018,63.0,50.0,0.0
1/23/2018,64.0,39.0,0.33
1/24/2018,46.0,33.0,0.0
1/25/2018,44.0,30.0,0.0
1/26/2018,51.0,26.0,0.0
1/27/2018,58.0,40.0,0.0
1/28/2018,52.0,43.0,0.37
1/29/2018,43.0,36.0,0.14
1/30/2018,38.0,18.0,0.0
1/31/2018,39.0,17.0,0.0
2/1/2018,50.0,33.0,0.0
2/2/2018,42.0,15.0,0.0
2/3/2018,36.0,14.0,0.0
2/4/2018,40.0,26.0,1.12
2/5/2018,41.0,29.0,0.0
2/6/2018,46.0,26.0,0.0
2/7/2018,44.0,28.0,0.73
2/8/2018,39.0,24.0,0.0
2/9/2018,48.0,24.0,0.0
2/10/2018,54.0,40.0,1.22
2/11/2018,64.0,47.0,1.31
2/12/2018,63.0,35.0,0.05
2/13/2018,35.0,29.0,0.01
2/14/2018,56.0,29.0,0.0
2/15/2018,71.0,48.0,0.0
2/16/2018,66.0,40.0,0.0
2/17/2018,40.0,29.0,0.33
2/18/2018,51.0,31.0,0.0
2/19/2018,48.0,35.0,0.09
2/20/2018,73.0,45.0,0.0
2/21/2018,77.0,57.0,0.0
2/22/2018,67.0,41.0,0.01
2/23/2018,48.0,39.0,0.07
2/24/2018,55.0,46.0,0.42
2/25/2018,61.0,45.0,0.05
2/26/2018,56.0,42.0,0.01
2/27/2018,57.0,41.0,0.0
2/28/2018,55.0,40.0,0.0
3/1/2018,54.0,47.0,0.07
3/2/2018,49.0,34.0,0.0
3/3/2018,53.0,32.0,0.0
3/4/2018,53.0,28.0,0.0
3/5/2018,49.0,26.0,0.0
3/6/2018,40.0,32.0,0.1
3/7/2018,52.0,32.0,0.0
3/8/2018,43.0,26.0,0.0
3/9/2018,44.0,26.0,0.0
3/10/2018,44.0,31.0,0.0
3/11/2018,45.0,29.0,0.0
3/12/2018,38.0,29.0,0.12
3/13/2018,45.0,29.0,0.0
3/14/2018,42.0,25.0,0.0
3/15/2018,57.0,29.0,0.0
3/16/2018,51.0,36.0,0.0
3/17/2018,44.0,33.0,0.03
3/18/2018,59.0,36.0,0.0
3/19/2018,53.0,42.0,0.0
3/20/2018,44.0,27.0,1.33
3/21/2018,33.0,27.0,0.68
3/22/2018,46.0,29.0,0.0
3/23/2018,49.0,30.0,0.0
3/24/2018,46.0,29.0,0.0
3/25/2018,45.0,29.0,0.0
3/26/2018,49.0,29.0,0.0
3/27/2018,36.0,29.0,0.22
3/28/2018,63.0,35.0,0.0
3/29/2018,77.0,48.0,0.0
3/30/2018,70.0,41.0,0.0
3/31/2018,61.0,37.0,0.0
4/1/2018,63.0,48.0,0.0
4/2/2018,51.0,38.0,0.03
4/3/2018,60.0,40.0,0.0
4/4/2018,66.0,36.0,0.0
4/5/2018,56.0,31.0,0.0
4/6/2018,69.0,39.0,0.0
4/7/2018,57.0,29.0,0.15
4/8/2018,51.0,27.0,0.0
4/9/2018,39.0,29.0,0.08
4/10/2018,55.0,33.0,0.0
4/11/2018,58.0,38.0,0.0
4/12/2018,74.0,49.0,0.0
4/13/2018,80.0,55.0,0.0
4/14/2018,79.0,58.0,0.0
4/15/2018,76.0,46.0,2.12
4/16/2018,56.0,36.0,0.43
4/17/2018,51.0,32.0,0.0
4/18/2018,70.0,34.0,0.0
4/19/2018,59.0,39.0,0.02
4/20/2018,62.0,35.0,0.0
4/21/2018,63.0,40.0,0.0
4/22/2018,67.0,45.0,0.0
4/23/2018,66.0,45.0,0.0
4/24/2018,53.0,47.0,1.67
4/25/2018,68.0,50.0,0.15
4/26/2018,70.0,46.0,0.02
4/27/2018,61.0,49.0,0.57
4/28/2018,75.0,51.0,0.0
4/29/2018,60.0,40.0,0.0
4/30/2018,72.0,42.0,0.0
5/1/2018,81.0,55.0,0.0
5/2/2018,85.0,65.0,0.0
5/3/2018,86.0,69.0,0.0
5/4/2018,86.0,67.0,0.0
5/5/2018,72.0,55.0,0.02
5/6/2018,68.0,51.0,0.07
5/7/2018,72.0,51.0,0.0
5/9/2018,75.0,53.0,0.0
5/10/2018,80.0,57.0,0.57
5/11/2018,83.0,63.0,0.0
5/12/2018,88.0,65.0,0.0
5/13/2018,84.0,64.0,0.0
5/14/2018,86.0,62.0,0.66
5/15/2018,83.0,62.0,0.0
5/16/2018,72.0,64.0,0.21
5/17/2018,69.0,63.0,2.49
5/18/2018,66.0,57.0,2.28
5/19/2018,67.0,53.0,1.26
5/20/2018,83.0,66.0,0.08
5/21/2018,79.0,65.0,0.0
5/22/2018,78.0,64.0,0.36
5/23/2018,82.0,66.0,0.0
5/24/2018,79.0,63.0,0.0
5/25/2018,80.0,66.0,0.0
5/26/2018,80.0,68.0,0.03
5/27/2018,81.0,67.0,0.02
5/28/2018,78.0,67.0,0.12
5/29/2018,78.0,65.0,0.0
5/30/2018,77.0,69.0,1.69
5/31/2018,81.0,67.0,0.16
6/1/2018,84.0,67.0,0.0
6/2/2018,77.0,68.0,0.18
6/3/2018,69.0,56.0,0.8
6/4/2018,80.0,55.0,0.0
6/5/2018,77.0,60.0,0.0
6/6/2018,73.0,58.0,0.0
6/7/2018,76.0,57.0,0.0
6/8/2018,83.0,63.0,0.12
6/9/2018,83.0,66.0,0.0
6/10/2018,82.0,64.0,0.66
6/11/2018,67.0,57.0,0.35
6/12/2018,67.0,57.0,0.0
6/13/2018,81.0,63.0,0.0
6/14/2018,81.0,69.0,0.0
6/15/2018,81.0,64.0,0.0
6/16/2018,81.0,63.0,0.0
6/17/2018,83.0,70.0,0.0
6/18/2018,89.0,69.0,0.19
6/19/2018,90.0,71.0,0.42
6/20/2018,82.0,67.0,0.67
6/21/2018,84.0,69.0,0.23
6/22/2018,70.0,61.0,2.03
6/23/2018,79.0,63.0,0.0
6/24/2018,84.0,70.0,0.0
6/25/2018,79.0,68.0,0.0
6/26/2018,72.0,64.0,0.07
6/27/2018,77.0,63.0,0.0
6/28/2018,84.0,70.0,0.0
6/29/2018,84.0,69.0,0.0
6/30/2018,86.0,73.0,0.0
7/1/2018,87.0,74.0,0.0
7/2/2018,90.0,74.0,0.0
7/3/2018,89.0,74.0,0.0
7/4/2018,86.0,75.0,0.0
7/5/2018,86.0,72.0,0.0
7/6/2018,84.0,72.0,0.04
7/7/2018,75.0,61.0,0.0
7/8/2018,77.0,57.0,0.0
7/9/2018,82.0,60.0,0.0
7/10/2018,87.0,70.0,0.0
7/11/2018,87.0,71.0,0.79
7/12/2018,81.0,65.0,0.0
7/13/2018,80.0,66.0,0.0
7/14/2018,83.0,67.0,0.0
7/15/2018,86.0,72.0,0.17
7/16/2018,88.0,71.0,0.0
7/17/2018,86.0,70.0,0.54
7/18/2018,80.0,64.0,0.0
7/19/2018,81.0,65.0,0.0
7/20/2018,80.0,65.0,0.0
7/21/2018,74.0,63.0,0.0
7/22/2018,77.0,62.0,0.23
7/23/2018,79.0,67.0,0.85
7/24/2018,77.0,71.0,0.58
7/25/2018,80.0,68.0,0.35
7/26/2018,83.0,67.0,0.0
7/27/2018,85.0,69.0,0.0
7/28/2018,82.0,66.0,0.0
7/29/2018,80.0,67.0,0.0
7/30/2018,76.0,65.0,0.0
7/31/2018,78.0,66.0,4.59
8/1/2018,81.0,68.0,0.66
8/2/2018,79.0,68.0,0.35
8/3/2018,74.0,67.0,0.19
8/4/2018,83.0,67.0,0.0
8/5/2018,86.0,71.0,0.0
8/6/2018,86.0,71.0,0.0
8/7/2018,87.0,72.0,0.32
8/8/2018,87.0,69.0,0.58
8/9/2018,84.0,71.0,0.0
8/10/2018,82.0,68.0,0.0
8/11/2018,83.0,70.0,0.0
8/12/2018,82.0,65.0,0.11
8/13/2018,80.0,63.0,0.13
8/14/2018,80.0,62.0,0.0
8/15/2018,83.0,67.0,0.0
8/16/2018,85.0,72.0,0.0
8/17/2018,86.0,74.0,0.0
8/18/2018,78.0,70.0,0.0
8/19/2018,78.0,67.0,0.01
8/20/2018,74.0,67.0,0.64
8/21/2018,80.0,71.0,0.09
8/22/2018,80.0,63.0,0.0
8/23/2018,73.0,58.0,0.0
8/24/2018,77.0,61.0,0.0
8/25/2018,77.0,62.0,0.0
8/26/2018,82.0,68.0,0.0
8/27/2018,87.0,73.0,0.0
8/28/2018,89.0,74.0,0.0
8/29/2018,89.0,74.0,0.0
9/8/2018,74.0,58.0,0.89
9/9/2018,60.0,54.0,1.2
9/10/2018,65.0,58.0,0.59
9/11/2018,75.0,65.0,0.02
9/12/2018,75.0,64.0,0.08
9/13/2018,76.0,69.0,0.07
9/14/2018,74.0,69.0,0.12
9/15/2018,73.0,68.0,0.53
9/16/2018,72.0,64.0,0.47
9/17/2018,76.0,70.0,1.39
9/18/2018,78.0,68.0,0.06
9/19/2018,85.0,68.0,0.04
9/20/2018,80.0,66.0,0.0
9/21/2018,79.0,65.0,0.24
9/22/2018,75.0,57.0,0.73
9/23/2018,59.0,54.0,0.43
9/24/2018,64.0,58.0,0.37
9/25/2018,75.0,62.0,0.02
9/26/2018,81.0,68.0,0.06
9/27/2018,69.0,54.0,1.11
9/28/2018,74.0,55.0,0.04
9/29/2018,74.0,60.0,0.0
9/30/2018,68.0,58.0,0.0
10/1/2018,79.0,64.0,0.0
10/2/2018,81.0,65.0,0.0
10/3/2018,82.0,68.0,0.0
10/4/2018,84.0,71.0,0.0
10/5/2018,76.0,62.0,0.0
10/6/2018,72.0,62.0,0.0
10/7/2018,83.0,68.0,0.0
10/8/2018,81.0,69.0,0.0
10/9/2018,76.0,67.0,0.14
10/10/2018,74.0,68.0,0.04
10/11/2018,74.0,61.0,2.98
10/12/2018,64.0,50.0,0.0
10/13/2018,61.0,45.0,0.0
10/14/2018,53.0,43.0,0.02
10/15/2018,72.0,50.0,0.16
10/16/2018,67.0,52.0,0.04
10/17/2018,66.0,50.0,0.0
10/18/2018,56.0,41.0,0.0
10/19/2018,62.0,44.0,0.01
10/20/2018,64.0,45.0,0.02
10/21/2018,51.0,37.0,0.0
10/22/2018,54.0,36.0,0.0
10/23/2018,68.0,45.0,0.0
10/24/2018,56.0,41.0,0.0
10/25/2018,51.0,38.0,0.0
10/26/2018,46.0,41.0,1.22
10/27/2018,57.0,43.0,0.4
10/28/2018,57.0,47.0,0.06
10/29/2018,58.0,46.0,0.0
10/30/2018,62.0,44.0,0.0
10/31/2018,67.0,45.0,0.0
11/1/2018,66.0,55.0,0.0
11/2/2018,67.0,52.0,0.93
11/3/2018,56.0,44.0,0.01
11/4/2018,57.0,40.0,0.04
11/5/2018,54.0,45.0,1.28
11/6/2018,64.0,51.0,0.62
11/7/2018,65.0,51.0,0.0
11/8/2018,55.0,45.0,0.0
11/9/2018,47.0,41.0,0.36
11/10/2018,47.0,29.0,0.0
11/11/2018,44.0,28.0,0.0
11/12/2018,44.0,35.0,1.05
11/13/2018,48.0,36.0,0.31
11/14/2018,40.0,35.0,0.0
11/15/2018,35.0,29.0,1.8
11/16/2018,48.0,32.0,0.0
11/17/2018,52.0,36.0,0.0
11/18/2018,47.0,35.0,0.0
11/19/2018,60.0,42.0,0.0
11/20/2018,56.0,36.0,0.0
11/21/2018,53.0,36.0,0.0
11/22/2018,39.0,26.0,0.0
11/23/2018,32.0,25.0,0.0
11/24/2018,49.0,27.0,1.19
11/25/2018,59.0,44.0,0.0
11/26/2018,53.0,37.0,0.05
11/27/2018,41.0,28.0,0.0
11/28/2018,39.0,23.0,0.0
11/29/2018,43.0,23.0,0.0
11/30/2018,47.0,33.0,0.0
12/1/2018,40.0,35.0,0.15
12/2/2018,62.0,37.0,0.07
12/3/2018,62.0,42.0,0.0
12/4/2018,43.0,32.0,0.0
12/5/2018,35.0,29.0,0.03
12/6/2018,41.0,28.0,0.0
12/7/2018,45.0,30.0,0.0
12/8/2018,37.0,27.0,0.0
12/9/2018,29.0,24.0,0.78
12/10/2018,34.0,24.0,0.0
12/11/2018,41.0,24.0,0.0
12/12/2018,43.0,36.0,0.0
12/13/2018,48.0,35.0,0.0
12/14/2018,41.0,35.0,0.88
12/15/2018,51.0,38.0,1.29
12/16/2018,49.0,41.0,0.19
12/17/2018,56.0,39.0,0.0
12/18/2018,47.0,32.0,0.0
12/19/2018,48.0,31.0,0.0
12/20/2018,47.0,37.0,1.23
12/21/2018,61.0,42.0,0.77
12/22/2018,50.0,36.0,0.0
12/23/2018,47.0,35.0,0.0
12/24/2018,44.0,35.0,0.0
12/25/2018,40.0,31.0,0.0
12/26/2018,45.0,30.0,0.0
12/27/2018,44.0,35.0,0.06
12/28/2018,60.0,37.0,1.58
12/29/2018,60.0,36.0,0.0
12/30/2018,46.0,35.0,0.0
12/31/2018,55.0,37.0,0.2
1/1/2019,62.0,43.0,0.0
1/2/2019,43.0,40.0,0.0
1/3/2019,51.0,40.0,0.0
1/4/2019,42.0,38.0,0.31
1/5/2019,56.0,41.0,0.09
1/6/2019,59.0,42.0,0.0
1/7/2019,42.0,33.0,0.0
1/8/2019,60.0,35.0,0.03
1/9/2019,50.0,27.0,0.0
1/10/2019,33.0,23.0,0.0
1/11/2019,37.0,21.0,0.0
1/12/2019,31.0,26.0,0.11
1/13/2019,27.0,26.0,0.53
1/14/2019,32.0,24.0,0.0
1/15/2019,40.0,29.0,0.0
1/16/2019,44.0,30.0,0.0
1/17/2019,35.0,29.0,0.15
1/18/2019,45.0,29.0,0.0
1/19/2019,37.0,32.0,0.86
1/20/2019,47.0,16.0,0.21
1/21/2019,25.0,8.0,0.0
1/22/2019,32.0,12.0,0.0
1/23/2019,48.0,27.0,0.04
1/24/2019,57.0,30.0,1.24
1/25/2019,40.0,29.0,0.0
1/26/2019,41.0,27.0,0.0
1/27/2019,45.0,29.0,0.0
1/28/2019,40.0,27.0,0.0
1/29/2019,38.0,23.0,0.02
1/30/2019,35.0,10.0,0.0
1/31/2019,27.0,9.0,0.0
2/1/2019,25.0,14.0,0.0
2/2/2019,46.0,20.0,0.0
2/3/2019,61.0,46.0,0.0
2/4/2019,63.0,41.0,0.0
2/5/2019,72.0,54.0,0.0
2/6/2019,63.0,51.0,0.17
2/7/2019,64.0,48.0,0.04
2/8/2019,63.0,35.0,0.0
2/9/2019,38.0,26.0,0.0
2/10/2019,35.0,23.0,0.29
2/11/2019,32.0,29.0,0.28
2/12/2019,35.0,31.0,0.61
2/13/2019,48.0,35.0,0.0
2/14/2019,51.0,37.0,0.0
2/15/2019,60.0,46.0,0.0
2/16/2019,51.0,33.0,0.08
2/17/2019,35.0,28.0,0.71
2/18/2019,53.0,32.0,0.11
2/19/2019,42.0,30.0,0.0
2/20/2019,33.0,27.0,1.64
2/21/2019,64.0,31.0,0.0
2/22/2019,51.0,38.0,0.11
2/23/2019,40.0,34.0,0.48
2/24/2019,62.0,34.0,0.52
2/25/2019,54.0,35.0,0.0
2/26/2019,58.0,36.0,0.0
2/27/2019,48.0,28.0,0.0
2/28/2019,53.0,34.0,0.0
3/1/2019,36.0,31.0,0.83
3/2/2019,47.0,31.0,0.0
3/3/2019,40.0,33.0,0.73
3/4/2019,42.0,25.0,0.0
3/5/2019,41.0,22.0,0.0
3/6/2019,34.0,17.0,0.0
3/7/2019,43.0,26.0,0.0
3/8/2019,34.0,28.0,0.17
3/9/2019,34.0,29.0,0.12
3/10/2019,62.0,33.0,0.31
3/11/2019,58.0,44.0,0.0
3/12/2019,56.0,36.0,0.0
3/13/2019,61.0,36.0,0.0
3/14/2019,70.0,46.0,0.0
3/15/2019,69.0,51.0,0.0
3/16/2019,57.0,38.0,0.0
3/17/2019,53.0,33.0,0.0
3/18/2019,47.0,35.0,0.0
3/19/2019,50.0,33.0,0.0
3/20/2019,53.0,35.0,0.0
3/21/2019,43.0,38.0,2.41
3/22/2019,54.0,36.0,0.0
3/23/2019,56.0,35.0,0.0
3/24/2019,65.0,44.0,0.0
3/25/2019,61.0,42.0,0.01
3/26/2019,50.0,36.0,0.0
3/27/2019,52.0,32.0,0.0
3/28/2019,63.0,33.0,0.0
3/29/2019,71.0,49.0,0.0
3/30/2019,72.0,52.0,0.0
3/31/2019,61.0,33.0,0.0
4/1/2019,48.0,26.0,0.0
4/2/2019,42.0,32.0,0.0
4/3/2019,70.0,36.0,0.0
4/4/2019,69.0,52.0,0.0
4/5/2019,52.0,41.0,0.44
4/6/2019,63.0,42.0,0.0
4/7/2019,69.0,54.0,0.03
4/8/2019,78.0,58.0,0.11
4/9/2019,76.0,59.0,0.0
4/10/2019,71.0,52.0,0.0
4/11/2019,66.0,46.0,0.0
4/12/2019,63.0,49.0,0.41
4/13/2019,68.0,58.0,0.81
4/14/2019,71.0,57.0,0.68
4/15/2019,68.0,41.0,0.01
4/16/2019,67.0,38.0,0.0
4/17/2019,80.0,55.0,0.0
4/18/2019,80.0,50.0,0.0
4/19/2019,69.0,61.0,1.02
4/20/2019,63.0,46.0,0.0
4/21/2019,63.0,44.0,0.0
4/22/2019,71.0,46.0,0.0
4/23/2019,80.0,61.0,0.0
4/24/2019,76.0,63.0,0.0
4/25/2019,71.0,57.0,0.04
4/26/2019,70.0,51.0,0.28
4/27/2019,70.0,45.0,0.0
4/28/2019,76.0,46.0,0.01
4/29/2019,59.0,43.0,0.0
4/30/2019,79.0,51.0,0.0
5/1/2019,77.0,61.0,0.0
5/2/2019,83.0,67.0,0.0
5/3/2019,80.0,62.0,0.02
5/4/2019,78.0,64.0,0.04
5/6/2019,73.0,53.0,0.0
5/7/2019,76.0,59.0,0.24
5/8/2019,73.0,62.0,0.01
5/9/2019,74.0,60.0,0.24
5/10/2019,76.0,62.0,0.0
5/11/2019,68.0,55.0,0.79
5/12/2019,58.0,49.0,0.36
5/13/2019,60.0,47.0,0.36
5/14/2019,60.0,47.0,0.0
5/15/2019,68.0,45.0,0.0
5/16/2019,75.0,56.0,0.0
5/17/2019,80.0,62.0,0.38
5/18/2019,83.0,66.0,0.0
